PaleoDB_taxon_no	taxon_name	phylum	class	order	family	fad_int	fad_age	lad_int	lad_age	size_ref	range_ref	log10_volume	log10_max_length
23281	Kindlella	Arthropoda	Ostracoda	Palaeocopida	Kellettinidae	Visean	346.7	Wuchiapingian	254.2	56	24	-1.00316776331348	0.0211892990699381
23284	Kirkbyella	Arthropoda	Ostracoda	Palaeocopida	Kirkbyellidae	Rhuddanian	443.4	Moscovian	307	56	24	-0.462816737410361	0.162444914299978
23006	Aurikirkbya	Arthropoda	Ostracoda	Palaeocopida	Kirkbyidae	Moscovian	315.2	Roadian	268.8	56	24	0.284323808979701	0.345809222680713
23098	Coronakirkbya	Arthropoda	Ostracoda	Palaeocopida	Kirkbyidae	Kasimovian	307	Wuchiapingian	254.2	47	24	0.0644579892269184	0.208799537474864
23283	Kirkbya	Arthropoda	Ostracoda	Palaeocopida	Kirkbyidae	Famennian	372.2	Wuchiapingian	254.2	56	24	0.309488356101078	0.355930187078868
23291	Knightina	Arthropoda	Ostracoda	Palaeocopida	Kirkbyidae	Tournaisian	358.9	Wuchiapingian	254.2	56	24	-0.431460596807686	0.174059807725025
23099	Coryellina	Arthropoda	Ostracoda	Palaeocopida	Primitiidae	Famennian	372.2	Roadian	268.8	56	24	-0.904122192519241	-0.0969100130080564
23537	Roundyella	Arthropoda	Ostracoda	Palaeocopida	Scrobiculidae	Emsian	407.6	Wuchiapingian	254.2	56	24	-1.0328971175533	0.0718820073061254
23355	Mennerella	Arthropoda	Ostracoda	Palaeocopida	Beyrichiopsidae	Frasnian	382.7	Frasnian	372.2	47	24	-0.42021640338319	-0.109392708632688
23413	Oliganisus	Arthropoda	Ostracoda	Palaeocopida	Kloedenellidae	Visean	346.7	Sakmarian	290.1	47	24	-0.522878745280338	-0.165155594351294
23196	Geffenina	Arthropoda	Ostracoda	Palaeocopida	Knoxitidae	Visean	346.7	Serpukhovian	323.2	56	24	-0.840092295624294	0.0459745835329184
23362	Miltonella	Arthropoda	Ostracoda	Palaeocopida	Miltonellidae	Artinskian	290.1	Artinskian	279.3	56	24	0.303291675110715	0.376728994335112
23547	Sanniolus	Arthropoda	Ostracoda	Palaeocopida	Miltonellidae	Artinskian	290.1	Artinskian	279.3	47	24	-0.568636235841013	0.097141574987376
23439	Paraparchitella	Arthropoda	Ostracoda	Palaeocopida	Paraparchitidae	Bashkirian	323.2	Bashkirian	315.2	56	24	-1.3855358213249	-0.163992540874469
23545	Samarella	Arthropoda	Ostracoda	Palaeocopida	Paraparchitidae	Lochkovian	419.2	Serpukhovian	323.2	56	24	-0.936255026452537	-0.0528680286770427
23682	Youngiella	Arthropoda	Ostracoda	Palaeocopida	Youngiellidae	Givetian	387.7	Kasimovian	303.7	56	24	-2.19773069700197	-0.353507160309519
22972	Aechminella	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Givetian	387.7	Bashkirian	315.2	56	24	-0.795912702549408	0.0304893221479114
23096	Cornigella	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Eifelian	393.3	Capitanian	259.9	56	24	-1.90634781423984	-0.275965204222723
23142	Drepanella	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Sandbian	458.4	Katian	445.2	56	24	0.725953727482794	0.441695135640717
23282	Kinnekullea	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Sandbian	458.4	Katian	445.2	56	24	-0.389447578159288	0.148338190483368
23392	Nodella	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Givetian	387.7	Frasnian	372.2	47	24	-1.52287874528034	-0.349886835556429
23562	Scofieldia	Arthropoda	Ostracoda	Palaeocopida	Drepanellidae	Sandbian	458.4	Sandbian	453	47	24	0.498775558543886	0.468347330412157
23104	Crescentilla	Arthropoda	Ostracoda	Palaeocopida	Richinidae	Darriwilian	467.3	Katian	445.2	47	24	-0.320478805192459	0.173186268412274
23450	Parulrichia	Arthropoda	Ostracoda	Palaeocopida	Richinidae	Sandbian	458.4	Lochkovian	410.8	56	24	-0.87130208723324	-0.00283212855416602
23503	Pseudulrichia	Arthropoda	Ostracoda	Palaeocopida	Richinidae	Darriwilian	467.3	Homerian	427.4	47	24	-1.15490195998574	-0.102372908709559
23532	Richina	Arthropoda	Ostracoda	Palaeocopida	Richinidae	Gorstian	427.4	Givetian	382.7	56	24	-0.697103239186518	0.0539998606930654
23014	Bassleratia	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Dapingian	470	Dapingian	467.3	56	24	-0.795726708395692	-0.0102536343655515
23015	Bellornatia	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Sandbian	458.4	Sandbian	453	56	24	-1.02962788044537	-0.0838971383583669
23316	Lennukella	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Darriwilian	467.3	Sandbian	453	47	24	0.0569048513364726	0.0408659483054289
23516	Raymondatia	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Sandbian	458.4	Sandbian	453	47	24	-1.52287874528034	-0.332920794535783
23600	Steusloffia	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Floian	477.7	Sandbian	453	56	24	-0.490713808736708	0.382017042574868
23628	Thomasatia	Arthropoda	Ostracoda	Palaeocopida	Bassleratiidae	Sandbian	458.4	Sandbian	453	47	24	-0.552841968657781	0.0339978394858274
23076	Chilobolbina	Arthropoda	Ostracoda	Palaeocopida	Chilobolbinidae	Floian	477.7	Sandbian	453	47	24	0.660865478003869	0.519827993775719
23115	Cystomatochilina	Arthropoda	Ostracoda	Palaeocopida	Chilobolbinidae	Darriwilian	467.3	Homerian	427.4	47	24	-0.175805229962328	0.225309281725863
22999	Apatochilina	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Sandbian	458.4	Sandbian	453	56	24	-0.169919127328558	0.287801729930226
23083	Coelochilina	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Dapingian	470	Givetian	382.7	56	24	-0.361683103826606	0.178976947293169
23172	Euprimites	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Floian	477.7	Katian	445.2	56	24	-0.283537065211382	0.792391689498254
23173	Euprimitia	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Floian	477.7	Telychian	433.4	56	24	-0.519976125978135	0.214843848047698
23177	Eurychilina	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Sandbian	458.4	Telychian	433.4	56	24	0.216534204735648	0.492760389026837
23304	Laccochilina	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Floian	477.7	Ludfordian	423	56	24	0.115161703185146	0.320665466665298
23305	Laccoprimitia	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Floian	477.7	Homerian	427.4	56	24	-0.694048564417237	0.99056082999402
23472	Platybolbina	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Darriwilian	467.3	Homerian	427.4	56	24	-0.103205098584655	0.334453751150931
23639	Tsitrella	Arthropoda	Ostracoda	Palaeocopida	Eurychilinidae	Floian	477.7	Floian	470	47	24	-0.941651743108188	-0.0506099933550872
22962	Abditoloculina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Eifelian	393.3	Eifelian	387.7	56	24	-0.481299702244545	0.0588054866759068
22968	Adelphobolbina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Eifelian	393.3	Frasnian	372.2	56	24	-0.129877055968012	0.278181784567518
23029	Bisacculus	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Givetian	387.7	Givetian	382.7	56	24	-1.27966813069004	-0.173925197299174
23107	Ctenobolbina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Sandbian	458.4	Katian	445.2	56	24	0.119637813836455	0.312071521302931
23109	Ctenoloculina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Emsian	407.6	Givetian	382.7	56	24	-0.0782636528286211	0.246621662695988
23182	Falsipollex	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Eifelian	393.3	Givetian	382.7	47	24	-0.387216143280265	0.111670493474797
23188	Flaccivelum	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Eifelian	393.3	Eifelian	387.7	47	24	-0.180456064458131	0.14921911265538
23214	Grammolomatella	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Sandbian	458.4	Katian	445.2	56	24	-0.412926819918442	0.139879086401236
23222	Hanaites	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Lochkovian	419.2	Givetian	382.7	47	24	-0.585026652029182	-0.178093622647677
23243	Hollina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Lochkovian	419.2	Givetian	382.7	56	24	-0.704486464948174	0.161168280694585
23427	Parabolbina	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Sandbian	458.4	Frasnian	372.2	56	24	-0.275097599108025	0.120939345179363
23540	Ruptivelum	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Givetian	387.7	Givetian	382.7	47	24	-0.638272163982407	-0.00700490156865849
23604	Subligaculum	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Eifelian	393.3	Givetian	382.7	56	24	-1.21630944274676	0.00389116623691048
23635	Triemilomatella	Arthropoda	Ostracoda	Palaeocopida	Hollinidae	Sheinwoodian	433.4	Homerian	427.4	47	24	-0.958607314841775	-0.227352368697507
23036	Bolbina	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Dapingian	470	Katian	445.2	56	24	-1.19465951590794	-0.141763664570487
23051	Bromidella	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Darriwilian	467.3	Katian	445.2	56	24	-1.0542822908241	0.193422775147425
23235	Hesperidella	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Darriwilian	467.3	Sandbian	453	47	24	-0.591488225629316	0.0755469613925307
23410	Oepikium	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Dapingian	470	Katian	445.2	56	24	-0.274963422692197	0.309843004716071
23465	Piretella	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Darriwilian	467.3	Katian	445.2	56	24	0.382872699701839	0.402519302574249
23466	Piretia	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Dapingian	470	Katian	445.2	56	24	0.143609348497165	0.278021540970132
23515	Rakverella	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Floian	477.7	Sandbian	453	47	24	0.0699977807242347	0.313867220369153
23642	Uhakiella	Arthropoda	Ostracoda	Palaeocopida	Piretellidae	Floian	477.7	Katian	445.2	56	24	-1.46293305930104	0.31538249631499
23070	Ceratopsis	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Dapingian	470	Sandbian	453	47	24	0.0374264979406237	0.397940008672038
23236	Hesslandella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Sandbian	453	47	24	-0.508638306165727	-0.137868620686963
23280	Kiesowia	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Sandbian	458.4	Telychian	433.4	56	24	-0.355398859911666	0.397940008672038
23488	Protallinnella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Sandbian	453	47	24	-0.320478805192459	0.173186268412274
23499	Pseudorakverella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Sandbian	458.4	Sandbian	453	47	24	0.301029995663981	0.187379693239217
23510	Quadrijugator	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Dapingian	470	Katian	445.2	47	24	-1	-0.17979854051436
23511	Quadrilobella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Sandbian	453	47	24	0.00860017176191757	0.363611979892144
23533	Rigidella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Floian	470	47	24	-0.997083835302474	-0.0705810742857073
23615	Tallinnella	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Sandbian	453	56	24	0.571063264501701	0.499562123767906
23616	Tallinnellina	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Floian	477.7	Sandbian	453	47	24	-0.997083835302474	-0.0705810742857073
23622	Tetrada	Arthropoda	Ostracoda	Palaeocopida	Quadrijugatoridae	Darriwilian	467.3	Sandbian	453	47	24	-0.408935392973501	-0.117574463466169
23005	Aulacopsis	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Floian	477.7	Dapingian	467.3	56	24	-1.01288106489078	-0.0891977877462275
23048	Brevibolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Katian	445.2	47	24	-0.901688892461926	-0.0362121726544447
23064	Carinobolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Sandbian	453	47	24	-0.601660738249503	0.0718820073061254
23132	Distobolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Sandbian	458.4	Katian	445.2	47	24	-0.941651743108188	-0.0506099933550872
23204	Glossomorphites	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Floian	477.7	Dapingian	467.3	47	24	-0.795880017344075	-0.130768280269024
23331	Lomatobolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Sandbian	453	56	24	-0.849521613561742	0.155336037465062
23407	Oecematobolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Katian	445.2	47	24	-0.769551078621726	0.107209969647868
23411	Ogmoopsis	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Floian	477.7	Sandbian	453	47	24	-0.602059991327962	0.0378247505883419
23477	Polyceratella	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Sandbian	453	56	24	0.0502336809045612	0.306746608077712
23501	Pseudotallinnella	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Sandbian	458.4	Katian	445.2	47	24	-0.113509274827518	0.0176592742837647
23523	Reigiopsis	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Floian	477.7	Floian	470	47	24	0.0413926851582251	0.042269162714845
23582	Sigmobolbina	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Floian	477.7	Katian	445.2	56	24	-0.560591124709548	0.0755469613925307
23583	Sigmoopsis	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Darriwilian	467.3	Sandbian	453	47	24	-0.344996984497702	0.164352855784437
23676	Winchellatia	Arthropoda	Ostracoda	Palaeocopida	Sigmoopsidae	Sandbian	458.4	Sandbian	453	56	24	-0.243501916377618	0.177632678533258
23128	Dilobella	Arthropoda	Ostracoda	Palaeocopida	Tetradellidae	Floian	477.7	Katian	445.2	47	24	-0.408935392973501	0.305516720479227
23189	Foramenella	Arthropoda	Ostracoda	Palaeocopida	Tetradellidae	Sandbian	458.4	Katian	445.2	47	24	-1.04039755810817	-0.0861861476162833
23623	Tetradella	Arthropoda	Ostracoda	Palaeocopida	Tetradellidae	Sandbian	458.4	Katian	445.2	56	24	-0.355983976554286	0.840733234611807
23321	Levisulculus	Arthropoda	Ostracoda	Palaeocopida	Tvaerenellidae	Darriwilian	467.3	Sandbian	453	47	24	-0.853871964321762	-0.0806080732261406
23640	Tvaerenella	Arthropoda	Ostracoda	Palaeocopida	Tvaerenellidae	Dapingian	470	Katian	445.2	47	24	-0.28069184067648	0.187520720836463
22989	Amphizona	Arthropoda	Ostracoda	Palaeocopida	Arcyzonidae	Givetian	387.7	Givetian	382.7	47	24	-0.795880017344075	-0.0191132745236446
23000	Arcyzona	Arthropoda	Ostracoda	Palaeocopida	Arcyzonidae	Eifelian	393.3	Eifelian	387.7	56	24	-0.949487300232434	0.0184924534014729
23424	Paegnium	Arthropoda	Ostracoda	Palaeocopida	Arcyzonidae	Givetian	387.7	Famennian	358.9	47	24	-1.39794000867204	-0.135279569946519
23525	Reticestus	Arthropoda	Ostracoda	Palaeocopida	Arcyzonidae	Lochkovian	419.2	Visean	330.9	47	24	-0.541874820156084	0.0934216851622351
23062	Cardiniferella	Arthropoda	Ostracoda	Palaeocopida	Cardiniferellidae	Serpukhovian	330.9	Serpukhovian	323.2	56	24	-0.972689430843289	-0.0485005820477251
23141	Doraclatum	Arthropoda	Ostracoda	Palaeocopida	Placideidae	Emsian	407.6	Givetian	382.7	56	24	-1.61751624143179	-0.207608310501746
23025	Bideirella	Arthropoda	Ostracoda	Palaeocopida	Scrobiculidae	Givetian	387.7	Givetian	382.7	47	24	-1.58944397157283	-0.283996656365201
23021	Beyrichiopsis	Arthropoda	Ostracoda	Palaeocopida	Beyrichiopsidae	Tournaisian	358.9	Serpukhovian	323.2	47	24	-0.468521082957745	0.256717745977487
23288	Kloedenellitina	Arthropoda	Ostracoda	Palaeocopida	Beyrichiopsidae	Givetian	387.7	Visean	330.9	47	24	-0.920818753952375	-0.0222763947111523
23292	Knoxina	Arthropoda	Ostracoda	Palaeocopida	Beyrichiopsidae	Famennian	372.2	Artinskian	279.3	56	24	-0.968168965555459	-0.06025894222748
23618	Tambovia	Arthropoda	Ostracoda	Palaeocopida	Beyrichiopsidae	Famennian	372.2	Famennian	358.9	47	24	-1.22184874961636	-0.384576047114056
23293	Knoxites	Arthropoda	Ostracoda	Palaeocopida	Geisinidae	Pragian	410.8	Visean	330.9	56	24	-0.648562308033172	0.0253058652647703
23494	Pseudoleperditia	Arthropoda	Ostracoda	Palaeocopida	Geisinidae	Eifelian	393.3	Tournaisian	346.7	47	24	0.0569048513364726	0.0922526548953952
23206	Glyptopleura	Arthropoda	Ostracoda	Palaeocopida	Glyptopleuridae	Tournaisian	358.9	Artinskian	279.3	56	24	-0.326608037450558	0.374173286714281
23611	Svantovites	Arthropoda	Ostracoda	Palaeocopida	Glyptopleuridae	Givetian	387.7	Frasnian	372.2	56	24	-1.56208244316299	-0.209597538334199
23476	Poloniella	Arthropoda	Ostracoda	Palaeocopida	Kloedenellidae	Pridolian	423	Givetian	382.7	56	24	-0.888992455555456	-0.00436480540245009
23178	Evlanella	Arthropoda	Ostracoda	Palaeocopida	Lichviniidae	Eifelian	393.3	Artinskian	279.3	56	24	-0.795113929172934	0.0530784434834197
23548	Sansabella	Arthropoda	Ostracoda	Palaeocopida	Sansabellidae	Visean	346.7	Sakmarian	290.1	56	24	-0.325293369929852	0.271144317949078
23043	Bonneprimites	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Sheinwoodian	433.4	Homerian	427.4	47	24	-0.813292765893151	-0.00436480540245009
23090	Conchoprimites	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Dapingian	470	Sandbian	453	56	24	-0.939118081428047	0.380211241711606
23091	Conchoprimitia	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Floian	477.7	Darriwilian	458.4	56	24	0.511901131051714	0.602059991327962
23105	Cryptophyllus	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Dapingian	470	Visean	330.9	56	24	-0.493579225426229	0.0442783733957001
23276	Kayina	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Sandbian	458.4	Sandbian	453	56	24	-0.363669438214619	0.191264661970328
23317	Leperditella	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Floian	477.7	Sandbian	453	56	24	1.08721411709602	0.587710965018911
23361	Milleratia	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Sandbian	458.4	Katian	445.2	56	24	-0.814518529266926	0.00386042081325043
23432	Parahealdia	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Lochkovian	419.2	Emsian	393.3	56	24	-1.63067995812414	0.352182518111362
23444	Paraschmidtella	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Floian	477.7	Frasnian	372.2	56	24	0.0141662075417835	0.235528446907549
23485	Primitiella	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Floian	477.7	Katian	445.2	56	24	-0.0236276357394226	0.296665190261531
23559	Schmidtella	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Dapingian	470	Eifelian	387.7	56	24	0.713779604692021	0.479121079351887
23588	Sinoprimitia	Arthropoda	Ostracoda	Palaeocopida	Leperditellidae	Floian	477.7	Floian	470	56	24	-1.44129818388396	-0.230622673923862
22996	Aparchites	Arthropoda	Ostracoda	Palaeocopida	Aparchitidae	Floian	477.7	Visean	330.9	47	24	0.91803033678488	0.644438589467838
23542	Saccelatia	Arthropoda	Ostracoda	Palaeocopida	Aparchitidae	Sandbian	458.4	Ludfordian	423	56	24	-0.846015433337688	0.204337075628155
23409	Oepikella	Arthropoda	Ostracoda	Palaeocopida	Oepikellidae	Darriwilian	467.3	Katian	445.2	47	24	0.685741738602264	0.376576957056512
23483	Pribylites	Arthropoda	Ostracoda	Palaeocopida	Pribylitidae	Lochkovian	419.2	Tournaisian	346.7	56	24	-0.739258044739606	0.0143481911265336
22991	Amygdalella	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Rhuddanian	443.4	Pridolian	419.2	47	24	0.0170333392987804	0.137195811940548
23080	Clavofabella	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Sheinwoodian	433.4	Pridolian	419.2	56	24	-0.682491495730794	0.0138479958718313
23311	Leiocyamus	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Sheinwoodian	433.4	Pridolian	419.2	47	24	-0.744727494896694	-0.151934104596009
23324	Limbinaria	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Pridolian	423	Pridolian	419.2	56	24	-0.797593771277623	-0.0315170514460649
23486	Primitiopsella	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Gorstian	427.4	Pragian	407.6	47	24	-1.22184874961636	-0.304432908133009
23487	Primitiopsis	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Darriwilian	467.3	Ludfordian	423	56	24	-0.136757565002953	0.244586337249155
23608	Sulcicuneus	Arthropoda	Ostracoda	Palaeocopida	Primitiopsidae	Givetian	387.7	Givetian	382.7	47	24	-1	-0.1438755557577
23209	Glyptopleuroides	Arthropoda	Ostracoda	Palaeocopida	Youngiellidae	Serpukhovian	330.9	Serpukhovian	323.2	47	24	-1.15490195998574	-0.127649455505279
23560	Schweyerina	Arthropoda	Ostracoda	Palaeocopida		Frasnian	382.7	Frasnian	372.2	47	24	-1.69897000433602	-0.516270100999976
23058	Buregia	Arthropoda	Ostracoda	Palaeocopida	Buregiidae	Givetian	387.7	Frasnian	372.2	47	24	-0.455931955649724	0.0882069881345351
23009	Ballardina	Arthropoda	Ostracoda	Palaeocopida		Dapingian	470	Dapingian	467.3	56	24	-0.623514624425051	0.0640084865317242
23010	Balticella	Arthropoda	Ostracoda	Palaeocopida		Darriwilian	467.3	Sandbian	453	56	24	0.0809407244779851	0.271011374049094
23084	Coeloenellina	Arthropoda	Ostracoda	Palaeocopida		Dapingian	470	Givetian	382.7	56	24	-0.575325786430844	0.0681858617461616
23102	Craspedobolbina	Arthropoda	Ostracoda	Palaeocopida		Rhuddanian	443.4	Pridolian	419.2	56	24	0.34800024159749	0.426294331049429
23110	Ctenonotella	Arthropoda	Ostracoda	Palaeocopida		Darriwilian	467.3	Sandbian	453	47	24	-0.0793189012692282	0.260071387985075
23126	Dicranella	Arthropoda	Ostracoda	Palaeocopida		Sandbian	458.4	Sandbian	453	56	24	0.0712242145077038	0.231469590430681
23183	Famenella	Arthropoda	Ostracoda	Palaeocopida		Famennian	372.2	Tournaisian	346.7	56	24	-0.934706490841125	-0.0115302297901245
23215	Gravia	Arthropoda	Ostracoda	Palaeocopida		Givetian	387.7	Frasnian	372.2	56	24	-1.20406767510338	-0.140141479519007
23231	Hemiaechminoides	Arthropoda	Ostracoda	Palaeocopida		Sandbian	458.4	Ludfordian	423	47	24	-1	-0.0737862141609187
23266	Jonesina	Arthropoda	Ostracoda	Palaeocopida		Tournaisian	358.9	Visean	330.9	56	24	-0.453101527993229	0.139592895628503
23275	Kayatia	Arthropoda	Ostracoda	Palaeocopida		Sandbian	458.4	Katian	445.2	56	24	-0.113145734839979	0.205677930686138
23320	Leptoprimitia	Arthropoda	Ostracoda	Palaeocopida		Lochkovian	419.2	Emsian	393.3	56	24	-1.32172214903979	0.0389180660303697
23373	Nanopsis	Arthropoda	Ostracoda	Palaeocopida		Tremadocian	485.4	Tremadocian	477.7	47	24	-1.71130882904156	-0.327902142064283
23443	Parapyxion	Arthropoda	Ostracoda	Palaeocopida		Dapingian	470	Katian	445.2	47	24	-0.561475830756005	0.0863598306747482
23467	Piretopsis	Arthropoda	Ostracoda	Palaeocopida		Sandbian	458.4	Sandbian	453	56	24	0.219637214579042	0.367779333833173
23469	Plagionephrodes	Arthropoda	Ostracoda	Palaeocopida		Givetian	387.7	Frasnian	372.2	56	24	-1.06690027878642	0.171287550652861
23500	Pseudostrepula	Arthropoda	Ostracoda	Palaeocopida		Darriwilian	467.3	Sandbian	453	56	24	-0.650656218076929	0.0542299098633972
23507	Pyxion	Arthropoda	Ostracoda	Palaeocopida		Darriwilian	467.3	Sandbian	453	47	24	-0.484914510942372	0.113943352306837
23508	Quadricollina	Arthropoda	Ostracoda	Palaeocopida		Rhuddanian	443.4	Telychian	433.4	56	24	-1.4104332989513	-0.219502669419177
23566	Selebratina	Arthropoda	Ostracoda	Palaeocopida		Givetian	387.7	Visean	330.9	56	24	-0.752611804099461	-0.0315170514460649
23577	Shidelerites	Arthropoda	Ostracoda	Palaeocopida		Rhuddanian	443.4	Homerian	427.4	47	24	-0.602059991327962	0.230448921378274
23585	Signetopsis	Arthropoda	Ostracoda	Palaeocopida		Sheinwoodian	433.4	Pridolian	419.2	56	24	-0.188790299062564	0.220631019448092
23602	Strepula	Arthropoda	Ostracoda	Palaeocopida		Sheinwoodian	433.4	Lochkovian	410.8	56	24	-0.718247966604968	0.296006669313672
23644	Ullerella	Arthropoda	Ostracoda	Palaeocopida		Dapingian	470	Sandbian	453	56	24	-1.40073092608193	0.382017042574868
24712	Cavellina	Arthropoda	Ostracoda	Platycopida	Cavellinidae	Gorstian	427.4	Wuchiapingian	254.2	56	24	-0.0159716223058349	0.438278580492602
24718	Platella	Arthropoda	Ostracoda	Platycopida	Cytherellidae	Cenomanian	100.5	Messinian	5.333	47	24	-2	-0.189140471197167
24722	Tetratylus	Arthropoda	Ostracoda	Platycopida	Cavellinidae	Serpukhovian	330.9	Serpukhovian	323.2	47	24	-1.52287874528034	-0.225665549290696
24715	Dizygopleura	Arthropoda	Ostracoda	Platycopida	Kloedenellidae	Sheinwoodian	433.4	Tournaisian	346.7	56	24	0.176505745293406	0.343408593803857
24291	Monoceratina	Arthropoda	Ostracoda	Podocopida	Bythocytheridae	Givetian	387.7	Capitanian	259.9	56	24	-0.912249758144963	0
24021	Cythere	Arthropoda	Ostracoda	Podocopida	Cytheridae	Tortonian	11.62	Holocene	0	56	24	3.19631055124565	1.54406804435028
24022	Cythereis	Arthropoda	Ostracoda	Podocopida	Cytheridae	Hauterivian	132.9	Thanetian	56	56	24	4.11150501563735	1.69143515214406
24029	Cytheromorpha	Arthropoda	Ostracoda	Podocopida	Cytheridae	Bajocian	170.3	Holocene	0	47	24	-1.52287874528034	-0.180456064458131
24107	Gemmanella	Arthropoda	Ostracoda	Podocopida	Cytheridae	Olenekian	251.2	Ladinian	235	47	24	-1.09691001300806	-0.282693641640659
24114	Glorianella	Arthropoda	Ostracoda	Podocopida	Cytheridae	Olenekian	251.2	Ladinian	235	47	24	-1	-0.334448322503836
24149	Hemicytheridea	Arthropoda	Ostracoda	Podocopida	Cytheridae	Chattian	28.1	Zanclean	3.6	47	24	-1.69897000433602	-0.557520230935551
24282	Microcytherura	Arthropoda	Ostracoda	Podocopida	Cytheridae	Priabonian	38	Holocene	0	47	24	-2	-0.706212624280496
