PaleoDB_taxon_no	taxon_name	phylum	class	order	family	fad_int	fad_age	lad_int	lad_age	size_ref	range_ref	log10_volume	log10_max_length
16994	Pulvinostrea	Mollusca	Bivalvia	Ostreida	Ostreidae	Lutetian	47.8	Bartonian	38	43	24	4.38873086282796	1.62736585659273
16997	Quadrostrea	Mollusca	Bivalvia	Ostreida	Ostreidae	Campanian	83.6	Campanian	72.1	43	24	4.7550341779595	1.83966655688243
17002	Rastellum	Mollusca	Bivalvia	Ostreida	Ostreidae	Callovian	166.1	Maastrichtian	66	43	24	4.7336084059104	1.94953637337614
17079	Undulostrea	Mollusca	Bivalvia	Ostreida	Ostreidae	Langhian	15.97	Holocene	0	57	24	5.20878249755059	2.00259798071991
16627	Enantiostreon	Mollusca	Bivalvia	Ostreida		Wuchiapingian	259.9	Rhaetian	201.3	42	24	4.7484496027674	1.84064369858801
16635	Entolium	Mollusca	Bivalvia	Pectinida	Entoliidae	Anisian	247.2	Maastrichtian	66	42	24	3.98503146316588	1.5720579899263
16914	Pernopecten	Mollusca	Bivalvia	Pectinida	Entoliidae	Tournaisian	358.9	Wuchiapingian	254.2	42	24	3.31252807177245	1.33545790068938
17035	Somapecten	Mollusca	Bivalvia	Pectinida	Entoliidae	Kimmeridgian	157.3	Tithonian	145	42	24	3.30910228975369	1.33425264233423
17060	Syncyclonema	Mollusca	Bivalvia	Pectinida	Entoliidae	Albian	113	Maastrichtian	66	42	24	1.02959485558137	0.532276519620718
16594	Cyclochlamys	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Aquitanian	23.03	Holocene	0	57	24	1.70771305919331	0.770852011642144
16595	Cyclopecten (Chlamydella)	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Holocene	0.0117	Holocene	0	42	42	1.10760636877934	0.55972252393886
16595	Cyclopecten (Pectinella)	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Holocene	0.0117	Holocene	0	42	42	2.62689389056843	1.09423813803417
16595	Cyclopecten	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Aquitanian	23.03	Holocene	0	57	24	3.49012491738339	1.39794000867204
16704	Hemipecten	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Zanclean	5.333	Holocene	0	57	24	4.0547805146491	1.59659709562646
16900	Parvamussium	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Berriasian	145	Holocene	0	57	24	3.94024864027399	1.55630250076729
16900	Polynemamussium	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Gelasian	2.588	Holocene	0	57	24	3.94024864027399	1.55630250076729
16957	Propeamussium	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Carnian	235	Holocene	0	57	24	5.06859247056687	1.9532763366673
17031	Similipecten	Mollusca	Bivalvia	Pectinida	Propeamussiidae	Rupelian	33.9	Holocene	0	57	24	3.81399331109458	1.51188336097887
16646	Euchondria	Mollusca	Bivalvia	Pectinida	Euchondriidae	Famennian	372.2	Wuchiapingian	254.2	42	24	2.48518732947742	1.04438294707354
16849	Newaagia	Mollusca	Bivalvia	Pectinida	Terquemiidae	Anisian	247.2	Carnian	228	42	24	4.26622535672114	1.67098760301003
18893	Aglaspella	Arthropoda	Merostomata	Aglaspida	Aglaspididae	Paibian	497	Age 10	485.4	46	24	3.41233640211651	1.54257647626053
18894	Aglaspis	Arthropoda	Merostomata	Aglaspida	Aglaspididae	Paibian	497	Age 10	485.4	46	24	4.41213252043665	1.90810187418516
18899	Craspedops	Arthropoda	Merostomata	Aglaspida	Aglaspididae	Age 10	489.5	Age 10	485.4	46	24	2.31230011837247	1.14040328016664
18903	Glypharthrus	Arthropoda	Merostomata	Aglaspida	Aglaspididae	Paibian	497	Age 10	485.4	46	24	2.92642154145739	1.36492603378998
18911	Uarthrus	Arthropoda	Merostomata	Aglaspida	Aglaspididae	Age 10	489.5	Age 10	485.4	46	24	2.35811839688374	1.15715443990628
18897	Beckwithia	Arthropoda	Merostomata	Aglaspida	Beckwithiidae	Guzhangian	500.5	Paibian	494	46	24	3.98592104463423	1.75227898546012
18905	Neostrabops	Arthropoda	Merostomata	Aglaspida	Strabopidae	Katian	453	Katian	445.2	46	24	3.72511493452488	1.65692828802085
18908	Strabops	Arthropoda	Merostomata	Aglaspida	Strabopidae	Age 2	529	Paibian	494	46	24	4.72532518669742	2.02260509325585
	Cyclopites	Arthropoda	Merostomata	Aglaspida		Age 10	489.5	Age 10	485.4	46	24	2.46816261739116	1.19738659999695
18936	Paleolimulus	Arthropoda	Merostomata	Xiphosurida	Paleolimulidae	Famennian	372.2	Sakmarian	290.1	46	24	3.46006554778589	1.56002624891289
18921	Bunaia	Arthropoda	Merostomata	Xiphosurida		Pridolian	423	Pridolian	419.2	46	24	3.1790204697163	1.45727618606133
18923	Bunodes	Arthropoda	Merostomata	Xiphosurida		Gorstian	427.4	Ludfordian	423	46	24	3.00607510747696	1.39404737251285
18925	Cyamocephalus	Arthropoda	Merostomata	Xiphosurida		Rhuddanian	443.4	Ludfordian	423	46	24	3.98529047111023	1.75204844781944
18929	Limulitella	Arthropoda	Merostomata	Xiphosurida		Ladinian	242	Hettangian	199.3	46	24	4.49806628368241	1.93951925261862
18930	Limuloides	Arthropoda	Merostomata	Xiphosurida		Gorstian	427.4	Ludfordian	423	46	24	3.20647090365262	1.46731206298055
18932	Mesolimulus	Arthropoda	Merostomata	Xiphosurida		Tithonian	152.1	Cenomanian	93.3	46	24	5.1717701934235	2.18582535961296
18934	Neobelinuropsis	Arthropoda	Merostomata	Xiphosurida		Frasnian	382.7	Frasnian	372.2	46	24	4.4447283735426	1.92001891602891
18935	Neolimulus	Arthropoda	Merostomata	Xiphosurida		Gorstian	427.4	Ludfordian	423	46	24	2.05970131380155	1.04805317311561
